Date,Long,Short,LongShort
2006-01-31,2.669426406922448e-05,0.0008279756493506125,-0.000801281385281388
2006-02-28,-0.0013966704545454126,-0.00099676136363635,-0.00039990909090906255
2006-03-31,-0.0018623641304347251,-0.0014922663043477875,-0.0003700978260869376
2006-04-30,-0.0026073858695651875,-0.002537469806763225,-6.991606280196258e-05
2006-05-31,-0.000382159090909075,-0.0010490366161615375,0.0006668775252524626
2006-06-30,-7.765909090908565e-05,-0.0008319545454545001,0.0007542954545454144
2006-07-31,-0.00016818181818181252,-0.00019777867965362344,2.9596861471810912e-05
2006-08-31,0.0012672336956521123,0.0008360494306417621,0.0004311842650103502
2006-09-30,0.0012946293995858625,0.0013032243788819624,-8.594979296099947e-06
2006-10-31,-0.00055017640692635,-0.00029412499999997496,-0.00025605140692637506
2006-11-30,0.000845795454545375,0.0009336363636363125,-8.784090909093756e-05
2006-12-31,-0.0006922942583731499,-0.000434078947368375,-0.0002582153110047749
2007-01-31,-0.0021632290669856002,-0.0021712499999999623,8.020933014362026e-06
2007-02-28,-0.0003347840909090625,-0.0002819999999999875,-5.2784090909074974e-05
2007-03-31,0.0006391363636363376,0.0009124999999999625,-0.00027336363636362487
2007-04-30,-0.00193374521531095,-0.00212506877990425,0.00019132356459330003
2007-05-31,-0.0013531860902254876,-0.0012209279448621249,-0.00013225814536336274
2007-06-30,-0.0027730357142856624,-0.0028352499999999125,6.221428571425011e-05
2007-07-31,0.0003856682900432375,0.000219999999999975,0.00016566829004326252
2007-08-31,0.0014051210474307874,0.002002097826086913,-0.0005969767786561254
2007-09-30,0.0005434402173912499,0.000431374999999975,0.00011206521739127491
2007-10-31,-0.00010469565217392503,-0.00048724999999995,0.000382554347826025
2007-11-30,0.0012882722332015501,0.0014693552371541,-0.00018108300395254994
2007-12-31,-0.000819489304812825,-0.0012273028074865876,0.00040781350267376257
2008-01-31,0.0018730421122994372,0.0015277499999999749,0.00034529211229946235
2008-02-29,0.00040733766233761256,0.00024966504329001246,0.0001576726190476001
2008-03-31,0.000817979323308225,-3.692042606519996e-05,0.000854899749373425
2008-04-30,-0.0017286249999999624,-0.0021192093301434746,0.00039058433014351216
2008-05-31,-0.0014561249999999748,-0.001344727543289975,-0.00011139745670999974
2008-06-30,-0.00289612499999995,-0.003436300595238062,0.0005401755952381122
2008-07-31,0.000538051759834288,8.594426406923717e-05,0.00045210749576505085
2008-08-31,0.002825442287784625,0.0028405574866309877,-1.511519884636256e-05
2008-09-30,0.0010721249999999876,0.0008170929462693883,0.00025503205373059927
2008-10-31,0.00036074999999998695,0.001023932476943313,-0.000663182476943326
2008-11-30,0.0022271249999999253,0.0021477228260869128,7.940217391301258e-05
2008-12-31,0.0031250294117646377,0.004489881578947337,-0.0013648521671826997
2009-01-31,-0.0010801970551378125,-0.0013728320433436375,0.00029263498820582506
2009-02-28,-0.0012137499999999501,-0.0012638193922305,5.006939223054993e-05
2009-03-31,0.0011752499999999506,-0.00010429897163419997,0.0012795489716341507
2009-04-30,-0.0006761931818181749,0.0009318671534523876,-0.0016080603352705625
2009-05-31,-0.0022304999999999504,-0.00020925000000000002,-0.00202124999999995
2009-06-30,-0.0007126704545454375,-0.00190411931818175,0.0011914488636363125
2009-07-31,0.0014376378458498,0.002259236166007863,-0.0008215983201580628
2009-08-31,0.0005302349896479876,0.0025193444616976876,-0.0019891094720497
2009-09-30,0.000130820346320362,4.419209956706199e-05,8.662824675330001e-05
2009-10-31,0.0005609886363636125,0.0005502954545454125,1.0693181818200023e-05
2009-11-30,3.956006493507501e-05,0.00017870887445885003,-0.00013914880952377502
2009-12-31,0.0004571785714285251,-0.0002030952380952252,0.0006602738095237503
2010-01-31,-0.0009458749999999625,-0.0006780624999999625,-0.00026781249999999993
2010-02-28,0.0007028124999999749,7.187499999998748e-05,0.0006309374999999874
2010-03-31,0.0006459021739130125,0.0014672826086955752,-0.0008213804347825626
2010-04-30,0.00021607151029747566,-0.0005714076086956625,0.0007874791189931382
2010-05-31,0.0015772227443608749,0.00207151785714285,-0.000494295112781975
2010-06-30,0.00092325487012985,-0.00186069642857145,0.0027839512987013
2010-07-31,7.909090909088748e-05,0.000846011363636325,-0.0007669204545454375
2010-08-31,0.002608749999999975,0.0023992727272727,0.0002094772727272748
2010-09-30,-0.00023124999999998751,-0.0021146363636363624,0.0018833863636363748
2010-10-31,-0.00042157467532463755,-0.00033298430735928747,-8.859036796535007e-05
2010-11-30,-0.002443766233766175,-0.0051961011904761495,0.0027523349567099746
2010-12-31,-0.0032210432900432,-0.0029805952380952253,-0.00024044805194797444
2011-01-31,-0.0016393749999999625,-0.0011808214285714122,-0.0004585535714285503
2011-02-28,-0.0014369999999999626,-0.0011793749999999376,-0.000257625000000025
2011-03-31,-0.00041462500000002305,-0.0009674673913043376,0.0005528423913043146
2011-04-30,-0.0024597339816933125,-0.000555627574370675,-0.0019041064073226375
2011-05-31,0.002615771531100425,-0.0006824312200957241,0.003298202751196149
2011-06-30,0.001128749999999925,-0.002265727272727275,0.0033944772727272
2011-07-31,0.0011538744588744376,-0.003892366883116875,0.005046241341991313
2011-08-31,0.0056879140786749004,0.0069222616459626496,-0.0012343475672877491
2011-09-30,0.0030675,0.001214009881422925,0.001853490118577075
2011-10-31,-0.0012749999999999875,-0.0014668701298700875,0.00019187012987009994
2011-11-30,0.00013662499999999992,-0.0040888344155843755,0.004225459415584375
2011-12-31,-0.000721250000000025,0.0021370487012986874,-0.0028582987012987122
2012-01-31,0.001197637445887425,0.0008909226190476125,0.00030671482683981247
