,DE,FR,IT,ES,NL,CH,UK,PL,SE,NO,BE,AT,PT,DK,FI,IE
2006-11-30,-0.4648787493411154,-0.5518314794845767,-0.6960279225343066,-0.5392959137400772,-0.6555814026470667,-0.023890377071821685,-0.18426308243794218,-0.5403108051522909,-0.7503073717728584,0.10391440254776846,-0.5774789762414514,-0.47468946277695134,-0.48763302590624524,-0.47598032455094763,-0.3102706804200142,-0.6282365225705195
2006-12-31,-0.28593858653245074,-0.3591818100597718,-0.5044230731867327,-0.3314935525801223,-0.5408628790499379,0.2832735377765913,0.1180606744788183,-0.5436362730189879,-0.6590631239761923,0.43272425062634323,-0.38523790687202947,-0.3180841847716365,-0.34022913990664727,-0.40773810158529367,-0.07458820029143816,-0.47177287610371577
2007-01-31,-0.06310623502479795,-0.10861419116607945,-0.1607990890567302,-0.08005083835035208,-0.20880595334223723,0.2548785446633011,-0.15135588269828293,-0.46756787272216754,-0.340557114794527,0.3478819644551817,-0.11150380695248577,-0.043900088844239196,-0.04242602803239023,-0.04653730797009462,0.19040489040943415,-0.30285898016843027
2007-02-28,-0.30580138283390335,-0.3770853729551413,-0.4253144901415359,-0.31173625584263054,-0.4905397281972035,-0.013050219814846041,-0.29066280408527573,-0.3850690565365507,-0.4986954866350936,0.47419432946897233,-0.3340520574894878,-0.2783133320196553,-0.34311312451010434,-0.23806686052217674,-0.05222006730956519,-0.5652331488924849
2007-03-31,-0.6613674729661073,-0.7592254022083457,-0.8221392423654754,-0.6708640918188575,-0.8681775727991149,0.10889032892631265,-0.6338360270170643,-0.38506905653655105,-0.7477465401331705,0.1104691476520307,-0.6979139960212193,-0.648950437607307,-0.7219039174439125,-0.6118669105589186,-0.4230661782973811,-0.9448570539210541
2007-04-30,-0.5267532459590064,-0.6409499829521854,-0.4307567265048967,-0.4887267314373614,-0.6985881631117259,0.24130384226639767,-0.6772451199208978,-0.4774311452370858,-0.6093746351554329,-0.11859536460375171,-0.5427315620379508,-0.5029990248569932,-0.48688102407662787,-0.42079283071749923,-0.27018069990566307,-0.9012660191736177
2007-05-31,-0.4050317010871638,-0.4622427252697939,-0.3235829160892937,-0.3655174322437397,-0.4822302546356142,0.3871630452521685,-0.7515402791861406,-0.6554861100774115,-0.47785231929347455,-0.032251113024531514,-0.4348733648494181,-0.47424010302665215,-0.279382584576334,-0.24341943642407765,-0.14041011119642563,-0.7255476022422575
2007-06-30,-0.27170628413022097,-0.3074486237862677,-0.3088397834881235,-0.2483216630591766,-0.3737028648214341,0.3864982559562938,-0.5477605947730574,-0.21469701286929832,-0.38076227566553045,-0.24280491402451873,-0.3612698463118471,-0.35952768764289145,-0.3634286968875231,-0.24840461993564858,-0.2537081272077634,-0.5297853833895781
2007-07-31,-0.42859396955442197,-0.39165495202667744,-0.3488768441047167,-0.3473144315537232,-0.4598727860069655,0.4086169499430871,-0.557951244636382,-0.05726913543077824,-0.41632890781279697,-0.32021154972306337,-0.42261092866627187,-0.45350534446459023,-0.45140634331943796,-0.3759001065412668,-0.369483746608332,-0.5942635909053384
2007-08-31,-0.20362225456237878,-0.22938846076872202,-0.24612446756317827,-0.15160334833002048,-0.2640227663459554,0.40424336812120815,0.07937381842473426,-0.02282371689897335,-0.2616409984696988,-0.06834099214792813,-0.2644230795411516,-0.25036326012174714,-0.24664446405519047,-0.24693984416727058,-0.17356732268366717,-0.39984969132307446
2007-09-30,-0.20749635321453805,-0.22033997663490987,-0.21656132816182877,-0.1499441244048889,-0.2671962797358547,0.42757892588922025,0.08881006080654048,0.11453166369169761,-0.2314801848599523,-0.06520347052816441,-0.2921829208775187,-0.24824579913598088,-0.26901005561493546,-0.23924445387676807,-0.17936699969140402,-0.42056646387314023
2007-10-31,-0.16277941571610574,-0.2203399766349094,-0.25114193552557057,-0.20029915760979053,-0.28538683515582086,0.05794360499433016,-0.08096981469693215,0.1475421543231691,-0.11847637658010407,0.010703200993871065,-0.3119480958265363,-0.1905829360241228,-0.3292857213797129,-0.3350751588465745,-0.179366999691404,-0.3260779405410185
2007-11-30,-0.06871718569754641,-0.1244535607097942,-0.19301701711674688,-0.17936482982644103,-0.18468453536646726,-0.12641195458091428,-0.02641368205243394,-1.2008798211161018,-0.12166457203208397,-0.013515431180712606,-0.25536590656881564,-0.08628008908201924,-0.23146181081386796,-0.21226554558639862,-0.11631223509090657,-0.3309974612826016
2007-12-31,0.027984908365762267,-0.03929029522143312,-0.1510881275891515,-0.12235753643559395,-0.08490105006453455,-0.14472576846373947,-0.19844360035884148,-0.9993537071179331,-0.008307924389889353,-0.2551907777851457,-0.1285476335217769,0.04529187220743893,-0.15768040923846674,0.0014665625501856065,-0.031867133912569026,-0.1497970083720984
2008-01-31,-0.2807075959273825,-0.24788292605672135,-0.4836449492203007,-0.383947946920827,-0.3204616795050956,-0.26727470796079106,-0.5289998936867955,-0.8272044259561192,-0.14583212324399333,-0.60469461226693,-0.4389968833957454,-0.3009291059972948,-0.49114553393172206,-0.32508085150561405,-0.29868657304470425,-0.3129156343583107
2008-02-29,-0.4603014990537388,-0.41826522851942394,-0.5984592030921564,-0.532075389582469,-0.48723164883025993,0.07030333493122952,-0.38251246184852317,-0.8424168492608065,-0.2958371257097633,-0.9636067155897264,-0.5748373808076275,-0.42259510265913347,-0.5784355347449377,-0.530027706022344,-0.4751863192224748,-0.4349432265621514
2008-03-31,-0.46844490864577,-0.3779166478367826,-0.4349141217756597,-0.45264509658320856,-0.465381516704397,-0.2502702321731231,-0.4537086881853026,-0.41555387499229907,-0.28816506133036374,-0.9900093421512735,-0.46307841196673677,-0.3556544916514265,-0.28479867342601256,-0.47816502977023756,-0.4364178200486716,-0.38027045738419846
2008-04-30,-0.49653662936234433,-0.42925367129579506,-0.43110121448949296,-0.4483337807831616,-0.4844305713678293,-0.19156631823708603,-0.43512736017307124,-0.6493246293970897,-0.21150600753101284,-0.9841050337192403,-0.4824345469276209,-0.3437086938027227,-0.28660285566089266,-0.4965174669898145,-0.4364178200486625,-0.4428342007163684
2008-05-31,-0.4644618912277956,-0.4179315328225495,-0.3916472834510665,-0.4700778990250632,-0.46584538088702254,-0.31627565833521093,-0.39784623105386485,-0.35603078074927014,-0.20102736624787051,-1.042272146570005,-0.45649157346711433,-0.32876298264976533,-0.375987026192258,-0.525298996508395,-0.4223110797563618,-0.4291218148756164
2008-06-30,-0.5576446071437483,-0.5350189435306698,-1.018176191470733,-0.8801950782751987,-0.7389633915539838,-0.5977979162644703,-0.5244680468363545,-1.046169684088036,0.0004474769895536392,-1.0422721465700044,-0.6164491738890432,-0.409457916755828,-0.708450176778636,-0.8690201341996338,-0.46716075163664783,-0.517112463176658
2008-07-31,-0.522154708326545,-0.5350189435306695,-1.0168590406407019,-0.8317716175607981,-0.7356293260166338,-0.5559117568631462,-0.6575317381348538,-1.1564744711474366,-0.13701899921696947,-0.9126753174891473,-0.5626729073915419,-0.37106663537157925,-0.7084501767786354,-0.8549703555358433,-0.43717601736898365,-0.4563357514978082
2008-08-31,-0.3317894931420652,-0.2543955477263988,-0.5482097887226697,-0.6640535993403396,-0.46226444806209777,-0.2519538557777778,-0.5316061352030153,0.7263047302364003,0.04060269545539408,-0.7461546447997454,-0.18241912772199317,-0.02010974919261036,-0.3981028540717848,-0.5714792308390143,-0.16444510789712727,0.034752702672424314
2008-09-30,-0.3717063197972385,-0.26942136542923445,-0.5482097887226697,-0.5831356275248691,-0.46888774452950926,-0.1894484552917444,-0.5313497840647862,0.4837752455531432,-0.10339800903408225,-0.7281112096796881,-0.1344192748878708,0.02198100657074716,-0.36992442231838724,-0.6430475459538689,-0.15047931679246282,0.10312491844006896
2008-10-31,-0.6249329904475591,-0.49751271815697945,-0.6122144909331284,-0.7333498386392462,-0.6613066446740392,0.07462432005696742,-0.46714192191766685,0.02632996059571316,-0.23666376840535383,-0.8241974029210009,-0.3284044383265323,-0.2583557000849106,-0.5301403467279869,-0.615664367392671,-0.3462545982475568,-0.02285238066200211
2008-11-30,-0.45368953538505147,-0.4871270356138802,-0.5778654855115944,-0.292357103563506,-0.5627792953108549,0.8330414808642084,-0.36770630032095214,-0.16505010896797104,-0.35881415562845365,-0.6028899153986776,-0.279988792152438,-0.27155508628830743,-0.46102294914002,-0.24947002527557097,-0.29915744820644885,0.10932974517740873
2008-12-31,-0.2786923103307514,-0.31202891149758477,-0.5706401068098675,-0.5151408607190209,-0.7908931693269594,0.8573802111123298,0.21313149307417184,0.17099933757371014,0.4843755455146538,-0.33180365368034076,-0.11222685702800958,-0.4404686635020884,-0.43305848214408776,0.02358903359062515,-0.3938259981738899,-0.06916362495468173
2009-01-31,-0.04345499308698501,-0.005879770252871865,-0.2075790933396245,-0.17112756167818685,-0.43317721722421115,1.133200260621174,0.45927745085792704,0.011035363880544354,0.7285212582669861,-0.25596549117008194,0.1656322509155274,-0.10973938759684598,-0.14705104351760917,0.1597562522584221,-0.02122344806567033,-0.9029046192206421
2009-02-28,0.1003773212264629,0.177806210901254,-0.2520255237452225,-0.003677883159829803,-0.27118617098528425,1.099515846135133,0.4039078094561944,-0.040394129097448515,0.7955556077377391,-0.011709738527854455,0.3225336340175723,0.11521584243249977,0.1124199093306419,0.3219852576957038,0.162435848290653,-0.4781463713336937
2009-03-31,0.15344455522936895,0.2187233852895531,-0.3899760472038247,-0.14370804746941088,-0.3390855220396728,1.1236742227100618,0.265636449402228,0.006207659095812467,0.8999478802330027,0.20438425701694846,0.09599196584236722,0.1086827973907658,0.1789242276018496,0.2485279401080926,0.08893787427345982,-0.35609367122935415
2009-04-30,0.21320292594703943,0.21130868024745506,-0.750182296112245,-0.41865394094614444,-0.3831530641697561,1.5548818395454538,0.2757476516625426,-0.023951089714514383,0.8057196179876555,0.23505884096284674,-0.18266507054012232,-0.2346012201104933,-0.16320124020053942,0.23437465080504846,-0.0970256610688615,-0.213022360574983
2009-05-31,0.1503595163919415,0.21130868024745733,-0.9213828464818759,-0.5004190076327081,-0.4486147693223105,0.5153443152579908,0.2836201992624365,-0.01231382049826402,0.5106439046741481,0.18495543886094884,-0.21286039557930864,-0.3182427439148872,-0.43500809620648156,0.2314029087586847,-0.027731213527006412,-0.40710408522724517
2009-06-30,0.489548651399993,0.9235471201951531,0.21491026411720338,-0.14366083376492916,0.3971125668308796,0.4376366129551386,0.591934697845331,-0.19827816625280908,0.4927223090919211,0.5518423427554279,0.09836980389485812,0.006870429284064951,-0.2838203430750503,1.0483990489990935,0.5499405903781874,-0.3968931790003074
2009-07-31,0.3477663042639285,0.6918870354503411,-0.0457736144337309,-0.4029793075962553,0.15580103421261474,0.27044084808444896,0.7725477162358251,-0.35520654570437965,0.3011480263916465,0.2877002650063662,-0.18966430475466137,-0.1829367142043505,-0.4841506400962917,1.074071699548578,0.23001255375175036,-0.4767588727487939
2009-08-31,0.6728062075826743,0.8977459179729537,-0.10429195611189682,-0.4044437824959496,0.1840736667357792,0.4700589762637354,1.0353694739989943,-0.30657468398960497,0.6158123498920417,0.6792558285665875,-0.14083047007082547,-0.21195710644693863,-0.4590222412682006,1.3415801278165325,0.31799152924511603,-0.20785075143280174
2009-09-30,0.7690519473726771,0.9468842932233545,-0.13879993797094448,-0.38121291438573107,0.21303810940422124,0.8502778963349824,1.1588163251687331,-0.05921790989797606,0.7710195651938037,1.003326533039723,-0.18988434156067524,-0.1931145368100385,-0.4452709942571894,1.503581921549894,0.36505286943757514,-0.19154070074077348
2009-10-31,1.0215177673815912,1.2532153818869882,-0.07232604246452798,-0.2746717319371184,0.36388773679467157,0.8364002526900783,1.0702434326013268,-0.12094462067095374,0.9803720819743121,1.2610469730531628,-0.09157699864660312,-0.1505953472484725,-0.42067120982694495,1.4381404533076723,0.4606096525428862,-0.2846388043569511
2009-11-30,1.5607074445337465,1.7032141535927803,-0.08629361735410433,-0.1541329145021763,0.672066234088682,-0.6409269704865371,1.4630009784368865,-0.002200571293452864,1.2972146942628522,1.1895152609896333,0.1241962707485803,-0.02010829327003464,-0.2673829608141083,2.174985741857384,0.7826442728092071,-0.2505945691908724
2009-12-31,-0.7958618271581275,0.3082052992387355,-0.08597609080969053,-0.1381428722880431,0.2144944047889841,-0.5665195587074908,1.6142161617061335,-1.1036881225633675,-0.3300354117199257,0.009448429091520771,-0.5113343250834101,0.14234050704484918,-0.04468580047865484,-0.04242094083257671,-0.03668649955986883,-0.20810175070327336
2010-01-31,-0.5482991203290454,0.27970529287715906,0.01708816256718603,0.31669543431470876,0.2381461526428024,-0.6362525065098519,1.6627390455264268,-1.535386027722832,-0.33003541171992634,0.38158720170336136,0.02706126468292419,0.14238934267493247,0.0576775939790875,0.23525051291580243,0.17062443335529387,-0.13603038308534665
2010-02-28,-0.8021734199738997,0.08328478312132365,0.14459756958719108,0.1700361631723496,-0.1083672364583344,-0.6823997480295301,1.7220774973640873,-0.7388427845694905,-0.6369437444550994,0.3109719805469266,-0.09706170966819924,0.00048137818834474906,-0.2552513527189559,-0.12538034423950797,-0.1995549757604813,-0.15034282135002777
2010-03-31,-0.841677348857014,-0.006639773049418571,0.09389892744636902,0.16774460282371434,0.20338166941733712,-0.6634171963025489,0.5580464346589333,1.32022708411504,-0.7345451561581428,0.1384253244353157,-0.2735705540396002,-0.15609698997461732,-0.597032663144531,-0.1497321184526025,-0.19955497576048137,-0.471760814649881
2010-04-30,-1.2684982618988485,-0.1705305270114072,0.40100297605579655,0.40224668370476235,0.13794109003582575,-0.8436696207486871,0.25558347249414115,1.015751785071774,-1.2080785527033522,-0.054125835891343246,-0.26049724491669646,-0.0865915029021172,-0.41035084644705916,-0.4926249118125782,-0.07935295181858752,-0.18927908666423687
2010-05-31,0.9320334981714353,1.1426401818498113,0.30021620266892207,0.3589397622513987,0.7023902206685899,0.8832915672831115,1.2577008728846288,0.889737011554407,1.0730996132389692,0.9091127989957924,-0.2707082836611643,-0.40892162145128674,-0.06027455922547486,1.5762424910761197,0.6467946789464895,-0.0012146825595696668
2010-06-30,0.7797578323986026,1.6562847807384775,0.8328923468823507,-0.8493524455700247,1.0206742549100107,0.8706517709034813,0.7749375374273804,0.7208090294886554,0.8883708483716969,0.8372540609944322,-0.5210429925421394,0.054980363078174374,-0.15856234367888375,1.6139861320549476,0.554744148949837,0.03679974902865698
2010-07-31,0.951744332060305,2.0908614533377907,0.9664731658997828,-1.0429237879479545,1.5240307987874122,1.3124955061159285,0.48678518145863403,0.984002952141069,1.280355769789739,1.1908462793391943,-0.5784419444157457,-0.010557043008993978,-0.16466608386899548,1.5813830269928553,0.9001932260422064,0.28987974146460666
2010-08-31,0.5737773542376764,1.6610227240927464,0.6235162293408314,-0.22218730405948484,1.3449545180196425,1.00431140185672,0.44148603155747834,0.8024943218171159,0.8581293096389027,1.086801919619895,-0.2612666397392121,0.06662817880421115,-0.3201289755935589,1.216250153002041,0.7395698000027939,-1.2643973724717148
