,DE,FR,IT,ES,NL,CH,UK,PL,SE,NO,BE,AT,PT,DK,FI,IE
2016-10-31,0.9179459130137246,0.4074272608383472,0.15649460212286162,1.3237033492474568,0.7587597381140714,-0.08654002603509278,-0.037367849416086354,0.7048459602260663,0.8826430464835721,0.2575545820275647,0.4556618355914322,0.6143151496287693,0.04667307538602673,0.3060161044444356,0.7289442959356661,1.3974989534091076
2016-11-30,0.2509505761094671,-0.7667283055581976,-1.249790231337833,-0.676812764203124,0.029059943442242546,0.1128045569869627,-0.3119915154439096,-0.10061422741371256,0.7186960977352893,-0.039845910845401136,-1.0375184670594284,-0.5726505431415351,0.06658898297833399,-0.23367956258195582,-0.31264930354857384,-0.9897717187009245
2016-12-31,0.2893888896857358,-0.7072506067077255,-1.3109512186533285,-0.5725643068139679,0.048513088294251494,0.1427139529164909,-0.16124186056090803,-0.18228942523569275,0.6143865057634111,0.27578681726753285,-1.064307949158311,-0.5746754054986523,0.3902464690456821,-0.16817243748081923,-0.312649303548557,-1.0342132698323165
2017-01-31,0.5534059428996223,-0.3724050589796025,-1.0874129954643752,-0.597460576543378,0.34900147108875984,0.17029638394123275,0.006785852985624288,-0.016643592185935186,0.9770792637792792,0.3156298901038863,-0.7770427693231309,-0.3018745403918367,0.3827148332038965,-0.09206753845557324,-0.05888651043299887,-0.6392015295894664
2017-02-28,0.056945734294111316,-0.3248636276404164,-0.6980075275859087,-0.37376883380810777,-0.05179464157835489,0.1511193866604015,0.03431010675856867,0.14417962023339154,0.9942206206506099,0.5306504180610303,-0.3772582275748092,-0.8611643767941471,0.8423594091271165,-0.34585191793819126,-0.2767834832732092,-0.4030256979131057
2017-03-31,0.26926602838145713,-0.2588797854918689,-0.7424580505460712,-0.2122490586848131,0.06663471051866232,0.2168886779735539,-0.18786042975924075,0.1519887692002996,0.9712035796369903,0.7185229686912977,-0.2553833469233151,-0.7606728796392436,0.08796006970187918,-0.4262176220009293,-0.30330487154865465,-0.2980520843670709
2017-04-30,0.21919689969797004,-0.3077307293559321,-0.7855546614628088,-0.283045813302282,-0.08565711332813214,0.006339861009884375,-0.3928152064880192,0.05702895313892473,0.7454992850389811,0.5489643390145044,-0.26635748653165414,-0.7117477530310171,-0.007692966979083329,-0.9067735466390686,-0.29971746803514493,-0.4406192368430928
2017-05-31,0.41203107690883956,-0.39876969991235756,-0.9333911616728978,-0.45560397902832,0.15557893553964042,0.013270949126848975,-0.2825568736042467,-0.16529822362134228,0.802488981897531,0.34666846620057307,-0.2863663196329811,-0.3660477508368089,0.6758272318302166,-0.7540022886311971,-0.06544544505102769,-0.5234029265060888
2017-06-30,0.3014640464194815,-0.3717738461108847,-0.9073039055132999,-0.4752111523239872,0.08065508003878608,-0.13535998001217095,-0.13492450663671068,-0.4065575439754379,0.9581326266017475,0.27397437401147867,-0.25084876792937727,-0.37403248340116024,0.34650428554686197,-0.9566105381911768,0.2681044978576716,-0.5459086448137558
2017-07-31,0.17944907641563854,-0.3051083093443958,-0.8592550829840772,-0.9356092706660091,-0.6936601273149499,0.152802909752155,-0.40181398646288435,-0.1648852873177829,-0.1644960436096673,0.3581943679226763,-0.4167795697619934,-0.3930338680430155,0.5819740924315896,-0.7710271028819009,-0.20113174867686193,-0.9146269326554886
2017-08-31,0.12376511679506606,-0.29019011803387,-0.8163551952847525,-1.075498711987875,-0.05133308647567922,0.1402516489553943,-0.6137842637370341,-0.03394136024112114,-0.15519722430077476,0.01847786177659084,-0.37527557336188244,-0.22491825250253744,0.531871570085407,-0.6809874959458339,-0.056018113141028496,-0.8109592699763479
2017-09-30,-0.0026316279543791656,-0.35831223584096034,-0.9297943361555997,-1.0125808694998095,-0.16231621329612564,0.5076312328218199,-0.5393147619385603,-0.33896072605211514,-0.47797963479762057,-0.33541227943553276,-0.4723600469130469,-0.3514607879708322,0.44565664620272916,-0.6916750040303168,-0.16181242966126821,-0.8905071011631656
2017-10-31,-0.16219736649295036,-0.4239067266935131,-1.2391010934436957,-0.9211104376911177,-0.3994177074945262,0.17387169488056978,-0.569082637539264,-0.39277105493749304,-0.3728832822906226,-0.42335451355370923,-0.6846161864826096,-0.5502727955368519,0.07453169295150014,-0.9025895793897182,-0.36808496675806734,-1.1213093054703291
2017-11-30,-0.4488619640560738,-0.1487318434952912,-0.7766356814425408,-0.6407998258249711,-0.2572913589832959,0.450080189742988,-0.3960267572342133,0.49278489431292366,-0.6865212788226525,-0.509769983473439,-0.6441728405780961,-0.529289125701816,-0.29333952506488986,-1.3859562482358834,-0.36927468978636496,-0.7664735991690007
2017-12-31,-0.6798255123791119,-0.44221591645435915,-0.6743460049822824,-0.7717540213797686,-0.4859038102104322,0.33952065668955556,-0.6625035099899242,0.1401337098998501,-1.1542940096855268,-0.5433147596512247,-0.8689312874354599,-0.7046752234860199,-0.4054236367364145,-1.6041605991169463,-0.5866905962464259,-0.8505943269967959
2018-01-31,-0.4270237414007072,-0.4590417472979253,-0.5804839769781784,-0.7642436285436554,-0.4542308344099328,0.0697415664522925,-0.3785031372790023,0.1786558427000744,-0.9024183781306991,-0.3801666368821849,-0.7905118603741911,-0.5552864741080876,-0.04914302977290591,-1.1678953311158793,-0.4687711033783153,-1.732623873245669
2018-02-28,-0.17638532326574913,-0.44858812045697527,0.11552015226358466,-0.25202297777324506,-0.19870672003320158,0.1756371495098393,-0.12096929966646608,0.26547665069556053,-0.7715623539963481,-0.5831725622944417,-0.9789824257233056,-0.3235168079349456,-0.3119518982792144,-0.7168712567342613,-0.24319075837511106,-1.363526662865088
2018-03-31,-0.42853893864409814,-0.550999982166082,-0.1930944886197786,-0.33595237589041577,-0.2147943363511466,-0.19934257073626485,-0.13226212085166067,0.29509182749549373,-0.8216982583432665,-0.6339815714665594,-1.0695141305442315,-0.37726652563974805,-0.59787445131487,-0.7502772491769634,-0.28747061191258955,-1.4109771833342124
2018-04-30,-0.45733784410754735,-0.5119431565025884,-0.18554312648014115,-0.33285988239341807,-0.08580364864324688,-0.029293945114415992,-0.05031335992379586,0.1407716501127194,-0.8569476884624503,-1.0174890085384007,-1.0611227398557512,-0.3873489656738644,-0.4552358041243718,-0.5662294540226968,-0.3127492100152296,-1.4425353277382509
2018-05-31,-0.7936763331792512,-0.35017119730384005,-0.6941698787800292,-0.2196324876534409,-0.34972385504318837,-0.014356835712559793,-0.16569961127094912,0.21749406937396962,-0.9163390498278351,-1.0299597278206591,-0.9953507360121558,-0.7080253549362218,-0.5879990321285192,-0.8819831451596639,-0.5617367702696098,-1.2884716187548269
2018-06-30,-0.7339237102401517,-0.36947348216737064,-0.792747365526276,-0.049376076397381834,-0.3405174718497032,-0.25121990404872907,-0.1996908754859088,0.39507854349678884,-0.902938288269148,-1.0160588639480028,-1.1140419771019685,-0.7489257983968511,-0.27917220809307913,-0.8762818842802003,-0.8539860889209456,-1.339360804374606
2018-07-31,-1.120145943065074,-0.7068156594973591,-1.083637649685884,-0.284747962220547,-0.6126336036863138,-0.31152449050011377,-0.5435572332501576,0.14858635928535263,-1.408402981507734,-1.5626621793768725,-1.6773832264322084,-1.0883155166817546,-0.5328417388120639,-1.4067381189804136,-1.2542212192201725,-1.840521853552106
2018-08-31,-0.9822525444820962,-0.5438803626189932,-0.6608755525759837,0.07553153065747469,-0.6081082760947508,-0.7823015699836591,-0.6519188171808848,-0.008812642991887854,-1.3032594286401364,-1.50557878067189,-1.5176813360208088,-1.171408841904717,-0.16628312921248095,-1.2918625217415627,-1.0648806951517007,-1.8100800386589775
2018-09-30,-0.7296902946915078,-0.31046313131655595,-0.6866493266998269,0.09034922095060821,-0.3490006978030529,-0.788984129120685,-0.6844030142000118,0.3172652831888336,-1.026583011487512,-1.0234286768814942,-1.267163081123731,-0.8615719657328446,0.1878393061426615,-1.056259554830639,-0.6331286569309499,-1.599498864085128
2018-10-31,-0.7193012255815586,-0.41256537321838144,-0.32145930307167386,0.039147828063410106,-0.2797227225834601,-0.7855973629421498,-0.9298493409157255,0.15181255197156612,-0.23890642607734222,-0.9249169419114165,-1.0087630715147151,-0.8359212446530552,0.5163607283421874,-0.9491932151341985,-0.4472051966568994,-1.3895183295952784
2018-11-30,-0.71459356184552,-0.415925020856372,-0.42238874411727223,0.2507220379048898,-0.2742763000623424,-0.7979317498581706,-0.8467815488826848,0.03932811422776483,-0.27479639568815545,-0.9425952809510028,-1.0944637677424764,-0.9088233746680447,0.23220441780312726,-0.9528383657667739,-0.44720519665689895,-1.40428164988281
2018-12-31,-0.7441858827721294,-0.4270613041015356,-0.19064471353415285,0.2476971163358703,-0.3434511269498791,-0.6493200332855038,-0.5897288627505728,0.40841141226327254,-0.2826835506101866,-0.8207446883406245,-1.0914994873674408,-0.8643478285668666,0.2774504973590779,-0.995839580085369,-0.4665821661154085,-1.3889787407140501
2019-01-31,-1.0899648268320912,-0.3264623128606599,-0.44356602121535954,0.037660401124156445,-0.5832050015577804,-0.6387287013228693,-0.8668606682597201,0.02854211509796518,-0.2832322154361759,-1.3364575376592278,-1.5494157051023,-1.2441478825325205,0.14914671601658952,-1.56147884956594,-0.7754557160347458,-0.8858035310548218
2019-02-28,-0.6168637975401449,-0.13324514539567847,-0.4919651587665225,-0.28080064786996584,-0.540847517436857,-0.7892076106416288,-0.28067504877531296,-0.2682227492531233,-0.6344920467571433,-1.2550509127062859,-0.26034390549870506,-0.26629062183685887,-0.05751211445897937,-0.9757716761706068,-0.7266855304422993,-0.13103052505632823
2019-03-31,-0.6001526900152844,-0.5509089395357907,-0.4944082213571047,-0.32708243822058486,-0.6697998262177312,-0.7851250778119749,-0.2024412797058631,0.08108578034285449,-0.8374349608585789,-1.5088110765355889,0.09520268766284615,-0.4857271818881429,-0.10073459673487666,-0.9620418934091521,-0.48897473808848746,0.26584327797331986
2019-04-30,-0.6044029945515071,-0.6047967727300344,-0.45525307212208826,-0.3105404857264469,-0.6400095827647123,-0.7723825235539303,-0.21104556265701302,0.32747337663560494,-0.5247979522115283,-1.0518655393179324,0.06393461222306072,-0.528942271863185,-0.10757817178115615,-0.9607083730714399,-0.5636273187155371,0.16479727055118426
2019-05-31,-0.8098459687677727,-0.973273786209099,-0.7635460449472318,-0.22150408212493894,-0.8824608574633043,-0.508548281031534,-0.41711593594752255,0.9002609206540401,-0.3058434371948463,-1.072922135648636,-0.23257534898751966,-0.8776957874968186,-0.05389700249851232,-0.9734079932550612,-0.87907679096084,-0.1117785827236372
2019-06-30,-0.21595657447264496,0.2004155423952692,-1.062671448964197,0.7383078784026132,-0.1117266580666464,-0.6184999873015325,0.31422337689039603,1.1810749381764838,-0.14734334305600194,0.1261865398979354,0.6514668074152542,0.28472263590983343,0.7343529231181306,0.3961848102538619,-0.24441809101092252,0.27756003340896684
2019-07-31,-0.2984774757977853,0.07379540452583787,-0.569136498960027,0.5390712049901143,-0.15880033322888196,-0.9042640126889803,0.18265294390550815,0.7731370493633629,-0.09523508731578521,0.33138992303890213,0.5578873517606165,0.25140958408961506,0.646468046830566,0.38398150402592,-0.2578572879240455,0.20053948675930708
2019-08-31,0.3244674307652411,0.2791270378088893,-0.736815375346608,0.17670917963477112,0.3964396510519632,0.028647992748934363,0.2357661254836491,0.43435079476072475,0.46215995523288006,0.5249294235868501,0.4223247988198772,0.548045059153876,0.33956068451500476,0.3039018979353358,-0.06846720251257951,-0.1621866200489652
2019-09-30,0.5752328448962141,0.2791270378088888,-0.7315039439312355,0.2223772249647167,0.4335807009045361,-0.8421706178684866,0.6739439258720304,0.4717230317339268,0.5266334308621532,0.804039792822353,0.47858758930694184,0.5209798719603704,0.4266216892035596,0.3017394168585707,0.18469596913128497,-0.078608354975193
2019-10-31,-0.1858278805122304,-0.08460017387461166,0.47702882511592193,0.7796160748626868,0.08760022611454833,-0.5873804264883721,0.6986465855858319,0.42161107703799583,0.5211454460698637,1.0260465528819114,0.47858758930699746,0.10239554007052436,0.7873291091451421,-0.18619574508474915,0.055717327666084976,0.12176706932200299
2019-11-30,-0.1009738669970887,-0.19420142957368844,0.1199343152163845,-0.0990917161238088,0.09307620742180274,-0.5604987875589937,0.3044264773220004,0.34733067008756124,0.3020055717295364,0.378227101494209,0.24634209121507258,0.1023602165284104,0.0054602903498989,0.0017288221511557438,-0.07820545724963313,0.049888991688218816
2019-12-31,0.2584353773379051,0.00875807742728011,0.5042094930296934,0.21129590905182294,0.4045616124907123,-0.18166968818081888,0.6574367902017348,0.735308203907866,0.6407669854609549,0.6603403090946727,0.3867613501242205,0.384013901669967,0.30396618872401093,0.28532034935247585,0.235578321429953,0.16009331271615015
2020-01-31,0.3610915855396124,0.008758077427257007,0.6305253362277382,0.2600310694870777,0.48511372272765546,-0.2707319808137703,0.3663359477361675,0.6074860564165987,0.7767092496888421,0.5861348681172749,0.2949265151006645,0.44763343455205057,0.3039661887240243,0.4556807059314847,0.2861380795871564,0.11160794926930138
2020-02-29,0.22802714422150125,-0.08349347161845767,0.2906347966090259,0.169028577164996,0.36503518340130925,-0.4257364047332932,0.3464682570168436,0.5119157171020012,0.6056285704730482,0.6598341389193702,0.24761270814405836,0.10838176637994244,0.30396618872400455,0.3665686582459243,0.21296235244466452,-0.007703639082545042
2020-03-31,0.1505335246707607,0.17399741666729185,-0.3729893579660974,0.10526958517919041,0.5658055940832226,-0.6189510190530619,0.1064403452791237,0.142082310811716,0.49410633810422727,0.9046291613101347,0.5191821433152138,0.14729402881447134,-0.7396438456848745,0.33101384395036126,0.21254705132673113,-0.5067676688165427
2020-04-30,0.3253397437167634,0.40354949240067206,-0.15776856769512831,-0.002578555656956142,0.5370185903682337,-0.8576644701989925,-0.1402195361697237,-0.1350142403553884,0.4904065367540857,0.5079288606809659,0.5685761167903578,0.3409287085497582,-0.35068452258771543,0.3134267399593664,0.31592982108830614,-0.15997937192822456
2020-05-31,0.38983308788952503,0.3638209144084248,-0.21028629898590182,0.10382333290482669,0.5170969177111089,-0.7022647177298621,-0.1994899589417654,-0.24805451754870597,0.8464889932014787,0.2279313744060904,0.48486875132788215,0.23596080375402678,-0.3506845225877154,0.23417737949481743,0.2285400454564549,-0.22252957466232914
2020-06-30,0.8086551847343597,0.6336574692238903,-0.19847049216117213,-0.4034540668580017,0.9186079384377085,-0.6129794992325411,0.08604226261543285,-0.16052960709868125,1.3308178943097395,0.4632710275784001,0.5372110556869725,0.43987986942296325,-0.7986086173864453,0.4001841141393891,0.4017271287322622,-0.3742796030864593
2020-07-31,0.767429632566738,0.6909822454564833,-0.5303275033746574,-0.4037232449693624,0.9583842731131867,-0.5861023908001519,0.13961017253182467,0.18725997732141234,1.1738783820106364,0.3997272005821664,0.558835377421973,0.4613844905145012,-0.7952179954702587,0.42629469927504193,0.5942682913150983,-0.374405444202874
2020-08-31,0.38237720278974724,0.3914465639614477,-0.49726354558337965,-0.4766407624515888,0.4493134398916947,-0.6831137300144718,-0.10386618391997993,0.5011723276144137,0.7849943319131201,0.8248871076736969,-0.12378519388429407,0.21760419679990076,-0.9116059502697411,-0.3029719014741195,0.2798081599144387,-0.6694381830172462
2020-09-30,0.22424574171994086,0.11029173810457743,-0.8008781830702649,-0.5887595500306755,0.18942969908618054,-1.1540976214717102,-0.15873957002734995,0.49562387353710957,0.48155533850561927,0.7119740803835534,-0.34945436937723356,-0.03854148094343426,-1.0057574630703556,-0.3377559024195271,0.014935862880980092,-0.8318332754846082
2020-10-31,-0.048143300394967045,-0.2683712939415802,-1.0414247648208044,-0.7471478354155756,-0.12390698597977304,-1.5620496304374187,-0.17074797198326674,0.43401369078678376,0.45713514851735504,0.6886458041463865,-0.7340265076406094,-0.41286225767396956,-1.0872163943083248,-0.7118245584560311,-0.3593816033220597,-1.0757181162735263
2020-11-30,-0.01132186735682024,-0.39669643692059725,-1.5017113154955433,-1.2008734559980512,-0.028492793651329902,-1.4714020945628394,0.10087360383586119,0.31053887346145287,0.8893586782783102,0.8649362606277097,-1.1578658014187617,-0.6646569351053585,-1.4915907908968502,-1.0495249801643562,-0.5710586786356786,-1.3754139710294169
2020-12-31,-0.1268164789838885,-0.6298544670457464,-1.7786865359644854,-1.4272388083849383,-0.11978312036756994,-1.7775589887124228,-0.14450117541334082,0.3601777134554495,0.8246277337151778,0.8438769284474367,-1.4173654553992032,-0.8323585847953279,-1.671899457583465,-1.317583819709564,-0.7633391282426963,-1.3867933947892692
2021-01-31,0.02159218245906686,-0.359258829322579,-1.60133768817484,-1.2999458608343768,0.07240535876249139,-2.131180517660667,0.23544282390505233,0.8738395950380241,0.8146898619491718,1.0228461228193964,-1.1322769981133536,-0.6267170463673141,-1.6078817067614148,-1.2020617720913207,-0.5198301312017964,-1.0998154649570608
2021-02-28,-0.4517711864112709,-0.6436343571074757,-1.6637627783585165,-0.8637705322438036,-0.6586198218556494,-1.692037431247704,-0.8506667165453713,0.8635764817408839,0.1091340188259571,0.8357024069578853,-0.7221498626687299,-0.6805065421327244,-1.2380762189731624,-1.3189085493575938,-0.5507501318033867,-0.789651443038067
2021-03-31,-0.08956741445025865,-0.656780958842623,-0.46253689373599455,-1.0134536417587547,-0.4631526227871881,-0.9262805745623085,-0.9189886730347732,0.6448120762981443,-0.1646201637163209,0.7079148287691112,-0.7641793464618001,-0.6879682249316077,-0.5748784589516828,-1.0628044093316789,-0.5648623315676086,-0.7462276693979594
2021-04-30,-0.1850887152658672,-0.7188821810553948,0.1775566028903036,-0.060969264694803585,-0.5260049353829781,-0.9443595782619983,-1.0511756515221513,-0.72808094568978,-0.5096098513199104,0.6438787508153512,-0.8058371365880846,-0.8429243856324825,0.09475249234355562,-1.5281536398281323,-0.5631419754939865,-0.8635645261628323
2021-05-31,0.15639905555856182,-0.8477850539965911,-0.031759135638097624,0.084781354918736,-0.30312548047414645,-0.7272256197090387,-1.1122029983183745,-0.81434082959115,-0.3672541195186654,-0.28263869547270554,-0.41584021035126023,-0.7293751458600818,0.2141454311428609,-1.2200667450979978,-0.7962798487367665,-0.5085587162336834
2021-06-30,-0.20802697846087048,-0.8836412342365917,-0.22388988782801716,-0.429644550647972,-0.5008646010975932,-0.8427362798648499,-1.0549436521715918,-0.8143408295911498,-0.5628947583873367,-0.6887006937310891,-0.41872610025658186,-0.7381078349151247,-0.496156764781258,-1.2821651261057834,-0.7605571266858752,-0.5563656950220649
2021-07-31,0.4220126680738813,-0.5541434022580992,-0.5215592683591906,-0.5395404401454298,-0.06682761714242769,-0.2865273818118972,-0.47157947081113905,-0.5551115511625161,0.38002051037378487,0.6016549665474551,-0.3018239323251099,-0.46534080610946893,-0.40416711316613907,-0.71965140723663,-0.7019032428144374,-0.45248431118560595
2021-08-31,0.19614058769797282,-0.5793134630412949,-0.5555583834238772,-0.49345336203263623,-0.15557806131568933,-0.48369107377409254,-0.6779849028521703,-0.5551115511625163,0.11353327333733157,0.39116488333895927,-0.3110294375737113,-0.4872834118071796,-0.4727023609494375,-0.6909879299978445,-0.5046052191168009,-0.4146181112148185
2021-09-30,0.06892345374449055,-0.21941560746119879,-0.2679302745020008,-0.19789125842535968,0.018158379655170923,-0.18645829988733678,-0.3345000903851415,-0.38568233829268084,0.3611721103634698,0.7153524807189098,0.014539053293568327,-0.14289285409449118,-0.16830755119545768,-0.3178520369262994,-0.13377660966321814,-0.13815490622317636
2021-10-31,0.38756347386629914,0.1598245739924677,-0.16731577824618457,0.14642046134958117,0.2777149193099863,0.13148739206525817,-0.2191756990797891,-1.6626958337522315,0.44947694189802306,0.8007881351165395,0.3948964858806514,0.22223321051332526,0.1978787833993257,0.02161552660402439,0.1720226007692402,0.23179036836874303
2021-11-30,0.2631495831897759,0.09118343130660855,0.09524814303666065,0.3011796077938319,0.17726692251493076,0.23790047556602043,-0.32717542663723664,-1.1058454679721352,0.21812710985667827,0.44412552921615533,0.3435196081787965,0.13805243435048506,0.372799901901573,-0.051443105313754,0.11846796788404718,0.2198850916454195
2021-12-31,0.12837232246858787,0.04098862381599199,0.32320249314941196,0.28830447360020006,0.08732618205821287,0.4836410198528704,-0.32772390412265817,-0.9795512398710511,0.04934440314135471,0.4103122357722681,0.2790588894967024,0.08585769658507518,0.3955169272516151,-0.12926416965980125,0.03227136566021552,0.17646475777018314
2022-01-31,-0.07978846966854931,0.07445719522749507,0.004878648292513265,0.030635388065734445,0.053706551961920944,0.5309882392820365,-0.29668927079130486,-0.6358674615339103,-0.006803386598479592,0.49580511976342523,0.3114079583249943,0.16691904009363198,0.43317568361111675,0.08037574601378136,-0.032427283962135865,-0.024969385374201916
2022-02-28,-0.15461349979665595,-0.2905684917360118,-0.4080228503329507,-0.9648417338868839,-0.4639198794374655,0.5566435162283282,-0.2968047874139627,-0.6533479618472315,-0.12120189732483307,0.615221838460616,-0.076669913647214,-0.38658274660699554,-0.8240981482615366,-0.2936634023352968,-0.44924963663766176,-0.5419856160763484
2022-03-31,-0.0644079656157081,-0.2544236336062823,-0.49821122430498616,-0.9066707659321149,-0.3695251494416883,-0.09821178947139397,-0.5445794674951326,-0.5364878232528552,-0.12366054670408808,-0.046323210821129335,-0.052768500614520396,-0.267104264506437,-0.7719530947775001,-0.42301979196031586,-0.2726549104623051,-0.4108516735454819
2022-04-30,-0.4383691921858343,-0.4420056247382559,-0.7044182299460443,-0.7047335334497935,-0.7701958401606269,0.05552895039688001,-0.20506936232905293,-0.4676132751880885,-1.1907042397286527,0.2517124488827836,-0.5331919160043564,-0.7793481793748775,-0.9382948844353058,-0.6943837487224614,-0.4584451177678006,-0.42932756930677035
2022-05-31,-0.280148071615717,-0.4174180760874923,-0.52921918457377,-0.46464522240200884,-0.6235834563757796,-0.11072802081537132,-0.17978466770320908,-0.1966713126366756,-0.8541911335144632,0.13080891064728056,-0.34887863253372703,-0.5879604477895555,-0.6971426717746302,-0.4757193153425479,-0.26120818886176855,-0.3298885792880674
2022-06-30,-0.11862755853298221,-0.22472068500444006,-0.29121988129005977,-0.3381366237300649,-0.9725654319702415,0.14561830045244992,-0.07325360858214736,0.02627338257984459,-0.7636066014741334,0.054812020629544614,-0.196972666828933,-0.30047639131711856,-0.32289307186604643,-0.3413782931034014,-0.4097467707056593,-0.09431886647617581
2022-07-31,0.4046402501583881,0.2145877672636134,-0.018100332221799558,0.08218254937550178,-0.4671025213733658,1.55694558387297,0.07467502069253812,0.9510428196732467,-0.32291675030315686,0.0059823153813826436,0.21954953700358348,0.23805297768389913,0.20826932985179378,-0.14974936631898114,0.17184854856444587,0.4844505720796086
2022-08-31,0.4339706123938082,0.26037371134059945,-0.03581977310805478,0.09443005175008447,-0.46776965765554696,1.6996964284575315,0.34921224956627894,0.8653738909861718,-0.21559958284388317,0.3192058015378871,0.22298550942468906,0.27804964119247266,0.2127511792501018,-0.07034335619563813,0.1773939539343904,0.5408154464233876
2022-09-30,-0.15069813576436428,0.003524929869582235,-0.08214408735917003,-0.06005863457269826,-0.31686511488103225,1.6192620013266303,-1.4680620514532718,0.9714363320294717,-0.058063110542257323,0.16920662049842042,-0.040426244491777195,-0.04183535052641646,0.15924545012865174,-0.4818690286853274,-0.12138100854475926,0.2085369946730506
2022-10-31,0.04797573697298636,0.1819867442912465,0.10387249019328418,0.13405102013150266,-0.1300837556779002,1.4144584249323047,-1.1414425663732939,0.40178162731929684,-0.04811404020525265,0.07269082389614341,0.16831956485725794,0.18752411074574749,0.3630273090667808,-0.22903378252822892,0.11263910008559075,0.3380942903156723
2022-11-30,0.04858347747610678,0.20055247290341605,0.20031587272479673,0.12891532205532133,-0.11179338060602606,1.5903001872989233,-0.15873549806641496,0.16310564609376796,-0.017545161712217663,0.8701491353493019,0.18947237238418957,0.21461304440472267,0.333724067343449,-0.17529792447152,0.1320921011400789,0.3104740909221916
2022-12-31,0.08731357277881949,0.25400783506433466,0.18827044057375514,0.15981414210034262,-0.05200557471446776,1.4145061044226284,-0.07644491508941262,0.022067520459567346,0.0014134175973197305,0.7661662252775269,0.24322873383589907,0.256386443729733,0.4121680583334257,-0.17569624059616348,0.16378164657365998,0.40053692180797107
2023-01-31,-0.06696975914840225,0.07794416224541519,-0.026967066950244267,0.03930684144861271,-0.17128799290240887,0.9443653358896406,-0.29726415766411396,-0.30512683124709616,-0.12446879870995599,0.3882201344923668,0.11419654854151735,0.12003693609575868,0.2531362011234557,-0.21699998263865977,0.24898856539130643,0.19938791476539386
2023-02-28,-0.15129772977079023,-0.08406810660211315,-0.3240172592508282,-0.17286104176581055,-0.30718025022996864,0.9279524242091289,-0.4490328364880374,-0.23162128535597193,-0.08994698157648263,0.4158686489996657,-0.029020621478274843,0.02183973606746779,0.030024121652253488,-0.41655402500472605,0.12439501970609472,0.05557672703197425
2023-03-31,-0.2427071178427353,-0.1246311015821625,-0.3648640198968161,-0.21731897592398525,-0.3253854234047827,0.577345938893095,-0.4734749917035208,-0.5365052705551042,-0.3160957773175575,0.08741719829995415,-0.13603937613543385,-0.10543386572986854,-0.042819914777402594,-0.48197662061686963,-0.0026039598206555794,-0.07841892816389075
2023-04-30,-0.6283511579286477,-0.4996542862454159,-0.7559868604734202,-0.5900119602602478,-0.7216097032281469,0.32119256785657563,-0.6086273541861469,-0.8911679468924479,0.0632787220478565,0.11603664193648139,-0.49375171329369866,-0.4787367366382217,-0.3863172889102778,-0.8385183107815686,-0.33373215291850433,-0.4663765775146786
2023-05-31,-0.8224435296318257,-0.6972902045813533,-1.1535609684079173,-0.9103505562963735,-0.8692567295188433,0.1788924959631772,-0.4500374898637021,-1.2856107888132624,-0.2762480374510934,0.31914435210767045,-0.760718220512733,-0.6923196051929049,-0.7424324200000735,-1.0885180493817437,-0.5358056790510145,-0.6753102550502063
2023-06-30,-1.2771922512297822,-1.143416540999091,-1.7087198395908572,-1.421366856971492,-1.1230937354536945,0.1274212658205201,-0.49089529795658593,-1.601686365015962,-0.21653525613705304,0.5711525206496793,-1.218963882182287,-1.1291310363270906,-1.2216188576187645,-1.618526349881904,-0.9038813825321328,-1.1037177563499687
2023-07-31,-2.057773714400606,-1.80883805237059,-1.761054217370729,-1.7546671295282996,-1.8219924343681304,-0.46827990925789326,-0.42036866775266213,-1.767423137503618,-0.9502944716031196,0.9269733991369409,-1.7484904572772555,-1.6826344481990125,-1.6388186896444379,-1.6005395376122502,-1.0962901241323566,-1.8688882423737831
2023-08-31,-2.0570725304519337,-1.7870097119876773,-1.6912976745693609,-1.8526740764130125,-1.8277641022387994,-0.7957627402616253,-0.47795158622318173,-1.7208056862162433,-0.6644907125378638,1.3248107986107232,-1.7847391775965307,-1.6643857776152389,-1.5927519048487975,-1.7271163478392197,-1.032210444163284,-1.8409962069038743
2023-09-30,-1.3001744866949978,-0.37727503773137044,-0.20992515006086576,-0.2523155652278066,-0.6457986416430683,-0.9516328306877593,0.9299303639318508,-2.0355181240307068,0.22993902470674268,1.3536452096278937,-0.6256725210865371,-1.0272205686294071,-0.2772094094311412,-0.33954597795830455,-0.3414830086392656,-0.06737493139720008
2023-10-31,0.42343304624488626,0.9428314500378789,-0.11638104035833279,0.8410784202217232,1.1711860444697053,-0.9493992144568777,1.8388743092230562,0.6585490011809778,0.2542908829069447,1.3182447892837392,1.22198805739783,0.625761119382904,1.029891563099604,1.0297106028278864,0.31278597300790784,0.5482239836702966
2023-11-30,1.3328330164658586,1.501239560698859,0.6064007074432658,1.4390028132590544,1.822432139798118,-0.96829413656887,0.10169636208562188,0.7957160168892619,0.7707543346249044,0.9936288238311163,1.9467209144206912,1.1498842897415231,1.3399078092230046,1.2779853892474018,0.45219838877555557,1.1639473229473098
2023-12-31,1.953937947471658,1.9104501309716955,0.7995827698589583,1.7102314149609457,1.9793914195235252,-0.30427421850323555,0.4351306527668944,0.6873940865878642,1.5762281470067605,0.7581114748403881,1.9143656834495086,1.6921418571270566,1.384192290369678,1.8394138854311377,1.2510295175253263,1.7236611725099928
